,author_id,id,created_at,lang,text
66,1280935835789975553,1540327825835790336,2022-06-24T13:35:46.000Z,en,"RT @CommercialeSeme: Top 10 most popular AI trends of the 2022 year

#artificialintelligence #künstlicheIntelligenz
 #100DaysOfCode #CyberS…"
67,1419853116711784480,1540327820542545921,2022-06-24T13:35:44.000Z,en,"RT @HarunMbaabu: Looking forward to meeting you all amazing data nerds and python enthusiast at #DSEAfricaMeetUp at @moringaschool 

Please…"
68,1051649960,1540327808332955649,2022-06-24T13:35:42.000Z,en,"RT @MichaelHoumann: #100DaysOfCode day 44: Woke up to some #Python, still a long way to go, but better than last time I tried. After lunch,…"
69,1051649960,1540327808328777733,2022-06-24T13:35:42.000Z,en,"RT @ipfconline1: How To Start Learning #Python For Free?

https://t.co/jQh5dp8aVL @theclickreader

#Coding #DataScience #AI #MachineLearnin…"
70,1051649960,1540327808324587520,2022-06-24T13:35:42.000Z,en,"RT @gokularumugam05: Day 24 of learning 🐍 

Python loops: for loop with three new Dictionary methods: .keys(), .values() and .items()

#Pyt…"
71,1051649960,1540327808324583424,2022-06-24T13:35:42.000Z,en,"RT @GreenLeafg7942: Top 10 digital marketing Strategies
https://t.co/OhYdsZADFn
#Data #DataScience #BigData #Flutter #100DaysOfCode #coding…"
72,1051649960,1540327808320380928,2022-06-24T13:35:42.000Z,en,"RT @KirkDBorne: How to run #Python in R using the reticulate R package: https://t.co/UbwKQR6SuJ by @Rbloggers 
————
#Coding #Rstats #DataSc…"
73,1051649960,1540327808320274432,2022-06-24T13:35:42.000Z,en,"RT @themis277: Learn Data Science from DataCamp
Pay 59$ on an annual subscription 
Enroll from here: https://t.co/MOd54jQZ6B
Watch the revi…"
74,1051649960,1540327808307798020,2022-06-24T13:35:42.000Z,qme,RT @42Sz40: #Python #NodeJS #javascripttflx  #Cybersecurity #SEO  #medeepakjain #learnwithdeepak #javascript  #macOS #100DaysOfCode @PhishF…
75,1051649960,1540327808290914304,2022-06-24T13:35:42.000Z,en,"RT @AcademicsAplus: For quality assignment help
DM us
Essays
Exams
Homework
Biology
Chemistry
English
#FALLSEMESTER 
Ecology
Anatomy
#Machi…"
76,1276058041389953024,1540327764456341507,2022-06-24T13:35:31.000Z,en,"RT @AcademicsAplus: For quality assignment help
DM us
Essays
Exams
Homework
Biology
Chemistry
English
#FALLSEMESTER 
Ecology
Anatomy
#Machi…"
77,1409076550675357699,1540327703265648643,2022-06-24T13:35:17.000Z,en,"RT @take_games_info: Day 17 Completed - #100DaysOfCode Challenge. The Complete Python Pro Bootcamp for 2022.

- initialise class / set cons…"
78,1199332435701485569,1540327703005597696,2022-06-24T13:35:16.000Z,qme,#Python #NodeJS #javascripttflx  #Cybersecurity #SEO  #medeepakjain #learnwithdeepak #javascript  #macOS #100DaysOfCode @PhishFindR #WordPress #webdev https://t.co/pz5kSmZGdw
79,1127829883013361665,1540327702128910336,2022-06-24T13:35:16.000Z,en,"RT @take_games_info: Day 17 Completed - #100DaysOfCode Challenge. The Complete Python Pro Bootcamp for 2022.

- initialise class / set cons…"
80,310897418,1540327696479272961,2022-06-24T13:35:15.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
81,1419853116711784480,1540327684496031746,2022-06-24T13:35:12.000Z,en,"RT @take_games_info: Day 17 Completed - #100DaysOfCode Challenge. The Complete Python Pro Bootcamp for 2022.

- initialise class / set cons…"
82,1419853116711784480,1540327669677572096,2022-06-24T13:35:09.000Z,en,RT @Afzaacodes: Day 19/100 #100DaysOfCode nothing much to report here today other than I'm about 52% of the way through of the Code Academy…
83,310897418,1540327666309529600,2022-06-24T13:35:08.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
84,1307355301549543435,1540327638765432832,2022-06-24T13:35:01.000Z,en,"RT @Mobile_Morgue:  Public Service Bulletin
#100DaysOfCode #mentalhealth 
#Python #IoT #ETH #PyTorch #Ad #JavaScript #ReactJS #WordPress #…"
85,1419853116711784480,1540327635204673538,2022-06-24T13:35:00.000Z,en,"RT @_Ojinni: Pause that video and try the code…  
Don’t assume you already know it 

#python #100DaysOfCode"
86,1260015280048222208,1540327627491254274,2022-06-24T13:34:58.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
87,1371551211351121920,1540327620440637443,2022-06-24T13:34:57.000Z,en,"RT @Muhamma63227121: Well folks, Thank you for ALL the support you've shown me! Amazing! Btw, can get this 56 to 60 by the end of today?

#…"
88,4069180535,1540327619027255296,2022-06-24T13:34:56.000Z,en,"RT @themis277: Learn Data Science from DataCamp
Pay 59$ on an annual subscription 
Enroll from here: https://t.co/MOd54jQZ6B
Watch the revi…"
89,1437728609909706753,1540327605043220481,2022-06-24T13:34:53.000Z,en,"RT @GreenLeafg7942: Top 10 digital marketing Strategies
https://t.co/OhYdsZADFn
#Data #DataScience #BigData #Flutter #100DaysOfCode #coding…"
90,4069180535,1540327601750818817,2022-06-24T13:34:52.000Z,en,"RT @Muhamma63227121: Well folks, Thank you for ALL the support you've shown me! Amazing! Btw, can get this 56 to 60 by the end of today?

#…"
91,1419853116711784480,1540327595652382721,2022-06-24T13:34:51.000Z,en,"RT @gokularumugam05: Day 24 of learning 🐍 

Python loops: for loop with three new Dictionary methods: .keys(), .values() and .items()

#Pyt…"
92,1511932634393640964,1540327577185038337,2022-06-24T13:34:46.000Z,en,"Top 10 digital marketing Strategies
https://t.co/OhYdsZADFn
#Data #DataScience #BigData #Flutter #100DaysOfCode #coding #python #VR #AI #finserv #marketing #Digital #MWC22 #ReactJS #javascript #SmartNews #smart #smarthome #sellingcontent https://t.co/9LHJPbbds4"
93,1092753985679835136,1540327572810113027,2022-06-24T13:34:45.000Z,en,"RT @KirkDBorne: How to run #Python in R using the reticulate R package: https://t.co/UbwKQR6SuJ by @Rbloggers 
————
#Coding #Rstats #DataSc…"
94,1280935835789975553,1540327571430297600,2022-06-24T13:34:45.000Z,en,"RT @BojanaVukov: 🤘From sign language-&gt;English🏴󠁧󠁢󠁥󠁮󠁧󠁿

🧷Cc:@TerenceLeungSF #ComputerVision #MachineLearning #AI #Python #IoT #IIoT #TensorFl…"
95,1331320133654962176,1540327568951353344,2022-06-24T13:34:44.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
96,1331320133654962176,1540327568909418502,2022-06-24T13:34:44.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
97,1331320133654962176,1540327568905322496,2022-06-24T13:34:44.000Z,tl,"RT @omayootk: https://t.co/aP49FcwT3P
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #M…"
98,1331320133654962176,1540327568905224194,2022-06-24T13:34:44.000Z,en,"RT @MichaelHoumann: #100DaysOfCode day 44: Woke up to some #Python, still a long way to go, but better than last time I tried. After lunch,…"
99,1331320133654962176,1540327568901029888,2022-06-24T13:34:44.000Z,en,RT @vishalminz2: #100DaysOfCode Day 3: Python- control flow and logical operation.
